id,name,owner,created_at,updated_at,public,avif_autodetection,file_size_limit,allowed_mime_types,owner_id,type
business-images,business-images,,2025-08-29 01:19:58.022656+00,2025-08-29 01:19:58.022656+00,t,f,,,,STANDARD
